Covidence #,Study ID,Title,Reviewer Name,Study ID (dup),Title (dup),Journal Subject Area (Scimago classification),What is the type of study?,What are the objectives of the study?,Which RL technique is used?,Which finance application is tested?,What are the stated key results of the study?,What are the stated limitations of the study?,What asset classes are in the dataset?,What are the number of assets in the dataset?,What is the nature of the asset price dataset?,What is the granularity of the price dataset?,What is the format of the price dataset?,What other datasets are used in the study?,What is the time frame of time series data used?:,Date Start,Date End,Is all used and produced data made publicly available and referred to in the article?,Which continents are represented in the price dataset?,Is dataset quality discussed in article?,Is out-of-sample testing applied?,Was the model tested on diverse test sets?,Was the model tested across different datasets or applications?,Is the non-stationarity problem of financial markets explicitly addressed?,Are all performance results published to avoid post-selection?,Is the process of hyperparameter tuning explicitly described?,Which evaluation metrics are used?,Are results validated using statistical tests or confidence intervals?,Is the code or workflow made publicly available and referred to?,What is the implementation status?,Does the study conduct a benchmark?,What is the model benchmarked against?,Is a standard dataset used for all models?,Does study mention Transfer Learning or similar method as potential avenue for research?,Does study mention alternative generalization methods?,Does the study propose a framework to structure RL research in finance?
24,Huang 2021,Novel Deep Reinforcement Algorithm with Adaptive Sampling Strategy for Continuous Portfolio Optimization,Mathis Jander,Huang2021,Novel Deep Reinforcement Algorithm With Adaptive Sampling Strategy for Continuous Portfolio Optimization,"Computer Science, Engineering, Materials Science",Primary,Develop a deep reinforcement learning (DRL) framework for continuous portfolio optimization.,Policy-based Method; Actor-Critic Method,Portfolio Management,"Provide an adaptive sampling strategy to increase computation efficiency.
Adopted adversarial learning to add sample noise to the input feature.
Adopted market representation network to pretrain model.",none,Equity (Stocks),30,Real-world Data,Other: Second,Time Series,None,,03.01.2017,29.12.2017,No,North America,No,Yes,Different time series; Different timeframes,No,Yes,Yes,No,Sharpe ratio; PnL; Max drawdown; Other: Profit factor,Yes,No,Simulation-based,Yes,Random or Naive Strategies; State of the Art Algorithms,Yes,No,Yes,No
24,Huang 2021,Novel Deep Reinforcement Algorithm with Adaptive Sampling Strategy for Continuous Portfolio Optimization,Consensus,Huang2021,Novel Deep Reinforcement Algorithm With Adaptive Sampling Strategy for Continuous Portfolio Optimization,"Computer Science, Engineering, Materials Science",Primary,Develop a deep reinforcement learning (DRL) framework for continuous portfolio optimization.,Policy-based Method; Actor-Critic Method,Portfolio Management,"Provide an adaptive sampling strategy to increase computation efficiency.
Adopted adversarial learning to add sample noise to the input feature.
Adopted market representation network to pretrain model.",none,Equity (Stocks),30,Real-world Data,Other: Second,Time Series,None,,03.01.2017,29.12.2017,No,North America,No,Yes,Different time series; Different timeframes,No,Yes,Yes,No,Sharpe ratio; PnL; Max drawdown; Other: Profit factor,Yes,No,Simulation-based,Yes,Random or Naive Strategies; State of the Art Algorithms,Yes,No,Yes,No
23,Ma 2024,Dynamic graph reinforcement learning algorithm for portfolio management: A novel time–frequency correlated model,Mathis Jander,Ma2024,Dynamic graph reinforcement learning algorithm for portfolio management: A novel time–frequency correlated model,"Economics, Econometrics and Finance",Primary,Propose a novel WCG-RL (Wavelet Coherence Graph Reinforcement Learning) algorithm by combining GCNs with DRL,Actor-Critic Method,Portfolio Management,"Proposed novel multi-graph representation to extract relationships between stocks.
Proposed WCG-RL algorithm for portfolio management.
Showed that WCG-RL outperformed several state of the art models.
First instance of constructing dynamic GNNs using WC values in quantitative finance.","Proposed algorithm needs to be retrained when applied to new portfolios. 
Frequency parameters could impact performance.",Equity (Stocks),72,Real-world Data,Daily,Time Series,None,,01.01.2011,31.12.2022,No,Asia,No,Yes,Different time series; Different timeframes,No,Yes,Yes,No,"Sharpe ratio; Max drawdown; Other: Cumulative return ratio, CAGR, Sortino ratio, Longest drawdown",No,No,Simulation-based,Yes,Random or Naive Strategies; State of the Art Algorithms,Yes,No,No,No
23,Ma 2024,Dynamic graph reinforcement learning algorithm for portfolio management: A novel time–frequency correlated model,Consensus,Ma2024,Dynamic graph reinforcement learning algorithm for portfolio management: A novel time–frequency correlated model,"Economics, Econometrics and Finance",Primary,Propose a novel WCG-RL (Wavelet Coherence Graph Reinforcement Learning) algorithm by combining GCNs with DRL,Actor-Critic Method,Portfolio Management,"Proposed novel multi-graph representation to extract relationships between stocks.
Proposed WCG-RL algorithm for portfolio management.
Showed that WCG-RL outperformed several state of the art models.
First instance of constructing dynamic GNNs using WC values in quantitative finance.","Proposed algorithm needs to be retrained when applied to new portfolios. 
Frequency parameters could impact performance.",Equity (Stocks),72,Real-world Data,Daily,Time Series,None,,01.01.2011,31.12.2022,No,Asia,No,Yes,Different time series; Different timeframes,No,Yes,Yes,No,"Sharpe ratio; Max drawdown; Other: Cumulative return ratio, CAGR, Sortino ratio, Longest drawdown",No,No,Simulation-based,Yes,Random or Naive Strategies; State of the Art Algorithms,Yes,No,No,No
21,Bai 2023,Mercury: A Deep Reinforcement Learning-Based Investment Portfolio Strategy for Risk-Return Balance,Mathis Jander,Bai 2023,Mercury: A Deep Reinforcement Learning-Based Investment Portfolio Strategy for Risk-Return Balance,"Computer Science, Engineering, Materials Science",Primary,Develop RL agent for portfolio management,Policy-based Method,Portfolio Management,Novel approach for portfolio management,none,Equity (Stocks),50,Real-world Data,Daily,Time Series,None,,01.06.2005,31.12.2018,,Asia,No,Yes,None,No,No,No,No,"Sharpe ratio; PnL; Max drawdown; Other: Annualized rate of return, Annualized volatility, Calmar ratio",No,No,Simulation-based,Yes,Random or Naive Strategies; State of the Art Algorithms,Yes,No,No,No
21,Bai 2023,Mercury: A Deep Reinforcement Learning-Based Investment Portfolio Strategy for Risk-Return Balance,Consensus,Bai 2023,Mercury: A Deep Reinforcement Learning-Based Investment Portfolio Strategy for Risk-Return Balance,"Computer Science, Engineering, Materials Science",Primary,Develop RL agent for portfolio management,Policy-based Method,Portfolio Management,Novel approach for portfolio management,none,Equity (Stocks),50,Real-world Data,Daily,Time Series,None,,01.06.2005,31.12.2018,No,Asia,No,Yes,None,No,No,No,No,"Sharpe ratio; PnL; Max drawdown; Other: Annualized rate of return, Annualized volatility, Calmar ratio",No,No,Simulation-based,Yes,Random or Naive Strategies; State of the Art Algorithms,Yes,No,No,No
20,Jeribi 2024,A Deep Learning Based Expert Framework for Portfolio Prediction and Forecasting,Mathis Jander,Jeribi2024,A Deep Learning Based Expert Framework for Portfolio Prediction and Forecasting,"Computer Science, Engineering, Materials Science",Primary,Develop DLEF-SM (Deep Learning Expert Framework for Stock Market Forecasting) to improve accuracy in portfolio prediction.,Policy-based Method,Other: Stock Price Forecasting,"Use improved jellyfish-induced filtering technique for preprocessing raw data.
Used pre-trained models for feature extraction.
Used improved black widow optimization algorithm for feature selection.
Used DRL-ANN for forecasting with high detection accuracy.
Validated proposed framework on benchmark datasets.","Lack of validation on dense and real-time datasets.
",Equity (Stocks),3,Synthetic Data,Daily,Time Series,None,,01.01.2007,31.12.2017,No,Europe; North America,No,Yes,Different time series; Different timeframes,No,Yes,Yes,No,"Sharpe ratio; Max drawdown; Other: Accuracy, Precision, Recall, F1, MSE, RMSE, MAE",No,No,Simulation-based,Yes,Algorithmic Baselines; State of the Art Algorithms,Yes,No,No,No
20,Jeribi 2024,A Deep Learning Based Expert Framework for Portfolio Prediction and Forecasting,Consensus,Jeribi2024,A Deep Learning Based Expert Framework for Portfolio Prediction and Forecasting,"Computer Science, Engineering, Materials Science",Primary,Develop DLEF-SM (Deep Learning Expert Framework for Stock Market Forecasting) to improve accuracy in portfolio prediction.,Policy-based Method,Other: Stock Price Forecasting,"Use improved jellyfish-induced filtering technique for preprocessing raw data.
Used pre-trained models for feature extraction.
Used improved black widow optimization algorithm for feature selection.
Used DRL-ANN for forecasting with high detection accuracy.
Validated proposed framework on benchmark datasets.","Lack of validation on dense and real-time datasets.
",Equity (Stocks),3,Synthetic Data,Daily,Time Series,None,,01.01.2007,31.12.2017,No,Europe; North America,No,Yes,Different time series; Different timeframes,No,Yes,Yes,No,"Sharpe ratio; Max drawdown; Other: Accuracy, Precision, Recall, F1, MSE, RMSE, MAE",No,No,Simulation-based,Yes,Algorithmic Baselines; State of the Art Algorithms,Yes,No,No,No
19,AbdelKawy 2021,A synchronous deep reinforcement learning model for automated multi-stock trading,Mathis Jander,AbdelKawy 2021,A synchronous deep reinforcement learning model for automated multi-stock trading,Computer Science,Other: ,Develop synchronous multi-agent DRL model for multi-stock trading,Actor-Critic Method,Algorithmic Trading,novel multi-stock trading model,none,Equity (Stocks),10,Real-world Data,Daily,Time Series,Market Data,,01.01.1980,10.01.2020,No,North America,No,Yes,Different time series; None,Yes,No,Yes,No,"Sharpe ratio; Max drawdown; Other: Accumulated wealth rate, Annualized return rate, Annulaized sharpe ratio, Average profit return",No,No,Simulation-based,Yes,Market Indexes; State of the Art Algorithms,Yes,No,No,No
19,AbdelKawy 2021,A synchronous deep reinforcement learning model for automated multi-stock trading,Consensus,AbdelKawy 2021,A synchronous deep reinforcement learning model for automated multi-stock trading,Computer Science,Other: primary,Develop synchronous multi-agent DRL model for multi-stock trading,Actor-Critic Method,Algorithmic Trading,novel multi-stock trading model,none,Equity (Stocks),10,Real-world Data,Daily,Time Series,Market Data,,01.01.1980,10.01.2020,No,North America,No,Yes,Different time series; None,Yes,No,Yes,No,"Sharpe ratio; Max drawdown; Other: Accumulated wealth rate, Annualized return rate, Annulaized sharpe ratio, Average profit return",No,No,Simulation-based,Yes,Market Indexes; State of the Art Algorithms,Yes,No,No,No
18,Santos 2023,Management of investment portfolios employing reinforcement learning,Mathis Jander,Santos2023,Management of investment portfolios employing reinforcement learning,Computer Science,Primary,Evaluate five RL algorithms for investment portfolio optimization using the FinRL library.,Actor-Critic Method,Portfolio Management,"Offered examples of RL application to portfolio management.
Underscored importance of diversification.
Examined influence of transaction costs on RL model training.
Suggested that AI techniques outperformed traditional methods.","Relied on two benchmark indices.
Used limited historical dataset.
Omitted fundamental and market data.
Did not take exogenous events into account.
Limited benchmark to few RL algorithms and traditional strategies.",Equity (Stocks); Commodity,50,Real-world Data,Daily,Time Series,None,,04.01.2013,27.10.2022,No,Africa; Asia; Australia and Oceania; Europe; North America; South America,No,Yes,Different timeframes,No,No,Yes,Yes,"Sharpe ratio; Other: Cumulative return, Annual return, Volatility, Beta",Yes,No,Simulation-based,Yes,Random or Naive Strategies; Algorithmic Baselines,Yes,No,No,No
18,Santos 2023,Management of investment portfolios employing reinforcement learning,Consensus,Santos2023,Management of investment portfolios employing reinforcement learning,Computer Science,Primary,Evaluate five RL algorithms for investment portfolio optimization using the FinRL library.,Actor-Critic Method,Portfolio Management,"Offered examples of RL application to portfolio management.
Underscored importance of diversification.
Examined influence of transaction costs on RL model training.
Suggested that AI techniques outperformed traditional methods.","Relied on two benchmark indices.
Used limited historical dataset.
Omitted fundamental and market data.
Did not take exogenous events into account.
Limited benchmark to few RL algorithms and traditional strategies.",Equity (Stocks); Commodity,50,Real-world Data,Daily,Time Series,None,,04.01.2013,27.10.2022,No,Africa; Asia; Australia and Oceania; Europe; North America; South America,No,Yes,Different timeframes,No,No,Yes,Yes,"Sharpe ratio; Other: Cumulative return, Annual return, Volatility, Beta",Yes,No,Simulation-based,Yes,Random or Naive Strategies; Algorithmic Baselines,Yes,No,No,No
17,Lim 2022,Dynamic portfolio rebalancing through reinforcement learning,Mathis Jander,Lim2022,Dynamic portfolio rebalancing through reinforcement learning,Computer Science,Primary,Design a reinforcement learning agent that dynamically rebalances portfolio composition based on market conditions,Value-based Method,Portfolio Management,"Implemented dynamic portfolio adjustment.
Mitigated information lags with price prediction models.
Implemented impact comparison of wrong actions.",none,Equity (Stocks),9,Real-world Data,Daily,Time Series,None,,01.01.2014,31.12.2018,No,Asia; North America; South America,No,Yes,Different time series,Yes,Yes,Yes,No,Sharpe ratio; Other: Net asset value return,No,No,Simulation-based,Yes,Market Indexes; State of the Art Algorithms,Yes,No,No,No
17,Lim 2022,Dynamic portfolio rebalancing through reinforcement learning,Consensus,Lim2022,Dynamic portfolio rebalancing through reinforcement learning,Computer Science,Primary,Design a reinforcement learning agent that dynamically rebalances portfolio composition based on market conditions,Value-based Method,Portfolio Management,"Implemented dynamic portfolio adjustment.
Mitigated information lags with price prediction models.
Implemented impact comparison of wrong actions.",none,Equity (Stocks),9,Real-world Data,Daily,Time Series,None,,01.01.2014,31.12.2018,No,Asia; North America; South America,No,Yes,Different time series,Yes,Yes,Yes,No,Sharpe ratio; Other: Net asset value return,No,No,Simulation-based,Yes,Market Indexes; State of the Art Algorithms,Yes,No,No,No
